ID,score
1,7.751395004006138
2,8.69996910546414
3,7.880777928149027
4,8.611666075169145
5,3.6962778420319737
6,6.728554180465436
7,6.556338918987569
8,5.176387347109137
9,1.698771811306993
10,3.65357975458477
11,4.5133767489963486
12,1.7926830924002028
13,7.7476377202262245
14,6.487562806649055
15,9.045242252604801
16,6.94891036574768
17,8.261996925134694
18,8.830753353626783
19,5.99824348879409
20,6.369608943654927
21,7.348156969057505
22,2.7630137584206502
23,8.549352425549197
24,7.724280633695876
25,3.1099819591457294
26,9.498837208958117
27,3.279123054844555
28,7.398186895281822
29,7.450079572560776
30,6.367634734750275
31,7.238074851822845
32,7.2083118752423
33,7.964850500652808
34,1.9640018319939576
35,6.274245965735214
36,6.561203038068179
37,5.700961200575646
38,4.653084473416625
39,7.906909188034042
40,5.802434682626369
41,5.765048173021485
42,6.79887146785516
43,6.423649587289075
44,7.311086418772894
45,8.288705377608444
46,6.11051762182016
47,7.259782520406348
48,7.620815477230477
49,5.147326445410033
50,4.455315246471835
51,7.177399468560722
52,2.1478018346298025
53,7.031790852385983
54,5.5862616261126465
55,3.140002445395161
56,5.782475984752169
57,7.823652461607737
58,7.745786193802364
59,2.5994148272252344
60,7.0444544491965715
61,8.871289279866545
62,3.7663635413158505
63,5.453594748841411
64,5.186802070076382
65,5.966651651474073
66,2.4986849389272057
67,7.4756577411754686
68,6.682260387794261
69,4.651154335535939
70,5.190390885691481
71,7.182501699407714
72,1.9996363784379376
73,7.756022219703464
74,3.9443264086537044
75,4.459037965258489
76,8.081555444641973
77,7.3491306221607715
78,5.525529765052779
79,7.3327646155612864
80,3.6338529139197595
81,8.774396366960975
82,6.489047245483306
83,7.5331489399024765
84,6.802462631437173
85,6.866607835518678
86,7.311958683992283
87,7.3669993670776375
88,8.670443873995271
89,2.198656566382768
90,6.383856337644427
91,7.804486631671985
92,9.94993924543986
93,2.0964429216515037
94,6.178707094713098
95,4.024593895114257
96,7.238007194019517
97,6.804419988269182
98,8.609363644807432
99,4.140479677646455
100,8.01524394691953
101,7.238310671485175
102,3.829716968936747
103,6.441829858107161
104,6.340487224871793
105,4.965763682318837
106,5.065221904135048
107,10.126875160675006
108,6.627956172318513
109,8.961067783115961
110,6.001364913310459
111,6.153351587111633
112,6.428619777114058
113,4.145698917700981
114,7.853365440021651
115,4.814092391557397
116,7.415606150212014
117,8.32782134802869
118,8.65151484810681
119,8.144222314189092
120,6.4100281058243045
121,6.891105280545645
122,6.2199655282776956
123,2.4369914467984843
124,8.560586904284994
125,7.1561503420125
126,6.428552007237187
127,6.907228033008588
128,4.575173485956224
129,5.509184299415718
130,3.862534068093445
131,7.816784512294303
132,8.15245096200366
133,8.759746043759813
134,7.438255968905591
135,6.833279042203133
136,4.342407832511856
137,6.805398269124274
138,8.681527195179498
139,4.335350526964561
140,7.588675637045143
141,4.517516467037497
142,4.066952083166737
143,8.26734129418844
144,5.374468972641086
145,3.681077607706906
146,7.098339181191049
147,9.688732743581538
148,7.2564115334370145
149,7.099151138057152
150,7.845441817079551
151,7.764796924120713
152,7.418550954190593
153,2.893826619638139
154,5.781460150813403
155,2.074665673767472
156,7.264384619082047
157,6.888588923044557
158,8.373193308685332
159,7.5064742339239405
160,3.0972911988084197
161,8.209473797420978
162,1.8388057726007352
163,6.921927749293455
164,5.699847075920635
165,7.745879537132873
166,8.185838517354956
167,1.9756957598601623
168,8.57245218585895
169,8.677069381387948
170,4.7038765793297035
171,8.933162593164399
172,6.922394340139909
173,7.278262289405085
174,5.482358115021997
175,6.809753654649384
176,2.907824045716877
177,4.074900801147927
178,8.305342342255381
179,2.0857310879397386
180,8.20962776083312
181,7.408195510813346
182,6.284202258144763
183,6.93456957871663
184,8.784538970687528
185,4.286432010155327
186,7.48293283377701
187,7.394241107754997
188,5.232767608848279
189,5.8533680390501805
190,6.810513122952218
191,7.73060580024344
192,3.3553796194461922
193,1.667129055322528
194,6.274079013682086
195,6.878747393729454
196,3.97919482140261
197,6.311610667689812
198,8.215591635051352
199,7.060819973275986
200,8.707441181320839
201,3.826470169876479
202,7.178714880972205
203,3.0409968053826106
204,7.29561089345933
205,2.610176093517599
206,8.22459880378318
207,4.561861807586403
208,5.079332621966196
209,9.550882542374953
210,9.190182570815246
211,4.7887864581334885
212,6.286023446154728
213,5.664093861127968
214,7.20778233629939
215,5.460028267644734
216,9.042134935587937
217,3.944628709269347
218,5.043139792115508
219,7.428997440930032
220,6.196066483410472
221,6.382957392919614
222,6.639803019454135
223,3.761552317192096
224,3.8468130351536827
225,6.989533812290785
226,6.887738354588612
227,3.701214728195427
228,8.817775862349102
229,7.523207465387733
230,4.519316713595017
231,3.823346148405638
232,7.619818392532843
233,3.060347105284358
234,6.335329527663801
235,6.627518432038132
236,7.221676430964377
237,3.451657968759592
238,6.45930587102383
239,6.811448058001202
240,8.069746594186496
241,3.20440895947334
242,8.612431255440283
243,7.14222001634871
244,7.1492000395454935
245,3.9054662871799297
246,4.681456303044775
247,8.917626854450242
248,6.17229235874514
249,8.681677378489258
250,6.4780939324516105
251,8.703506401048086
252,4.307467438788696
253,6.982770407246703
254,7.119779357143837
255,1.9775839402162303
256,7.050790022440204
257,6.656667164108057
258,4.618691673743685
259,5.191789216313948
260,6.254583156308217
261,5.258699794142601
262,5.9082445749643675
263,8.082707750193071
264,6.685723451483168
265,5.0493562783504515
266,4.968460239865156
267,6.175493109994095
268,6.813530356905646
269,6.893017679698232
270,7.4579808837211035
271,3.9221177520717765
272,6.739882777572842
273,4.252394225879186
